2026-01-27 11:17:36.623 UTC,,,29,,6978969b.1d,10,,2026-01-27 10:42:35 UTC,,0,LOG,00000,"checkpoint complete: wrote 2 buffers (0.0%); 0 WAL file(s) added, 0 removed, 0 recycled; write=0.113 s, sync=0.036 s, total=0.185 s; sync files=2, longest=0.023 s, average=0.018 s; distance=4 kB, estimate=7 kB; lsn=0/20151C0, redo lsn=0/2015168",,,,,,,,,"","checkpointer",,0
2026-01-27 11:32:36.742 UTC,,,29,,6978969b.1d,11,,2026-01-27 10:42:35 UTC,,0,LOG,00000,"checkpoint starting: time",,,,,,,,,"","checkpointer",,0
2026-01-27 11:32:36.978 UTC,,,29,,6978969b.1d,12,,2026-01-27 10:42:35 UTC,,0,LOG,00000,"checkpoint complete: wrote 2 buffers (0.0%); 0 WAL file(s) added, 0 removed, 0 recycled; write=0.113 s, sync=0.045 s, total=0.237 s; sync files=2, longest=0.033 s, average=0.023 s; distance=4 kB, estimate=7 kB; lsn=0/2016390, redo lsn=0/2016338",,,,,,,,,"","checkpointer",,0
2026-01-27 12:02:37.248 UTC,,,29,,6978969b.1d,13,,2026-01-27 10:42:35 UTC,,0,LOG,00000,"checkpoint starting: time",,,,,,,,,"","checkpointer",,0
2026-01-27 12:02:37.458 UTC,,,29,,6978969b.1d,14,,2026-01-27 10:42:35 UTC,,0,LOG,00000,"checkpoint complete: wrote 2 buffers (0.0%); 0 WAL file(s) added, 0 removed, 0 recycled; write=0.127 s, sync=0.029 s, total=0.211 s; sync files=2, longest=0.016 s, average=0.015 s; distance=4 kB, estimate=7 kB; lsn=0/2017748, redo lsn=0/20176F0",,,,,,,,,"","checkpointer",,0
2026-01-27 12:07:37.521 UTC,,,29,,6978969b.1d,15,,2026-01-27 10:42:35 UTC,,0,LOG,00000,"checkpoint starting: time",,,,,,,,,"","checkpointer",,0
2026-01-27 12:07:38.275 UTC,,,29,,6978969b.1d,16,,2026-01-27 10:42:35 UTC,,0,LOG,00000,"checkpoint complete: wrote 2 buffers (0.0%); 0 WAL file(s) added, 0 removed, 0 recycled; write=0.119 s, sync=0.277 s, total=0.755 s; sync files=2, longest=0.264 s, average=0.139 s; distance=5 kB, estimate=7 kB; lsn=0/2018E98, redo lsn=0/2018E40",,,,,,,,,"","checkpointer",,0
2026-01-27 12:12:37.345 UTC,,,29,,6978969b.1d,17,,2026-01-27 10:42:35 UTC,,0,LOG,00000,"checkpoint starting: time",,,,,,,,,"","checkpointer",,0
2026-01-27 12:12:37.556 UTC,,,29,,6978969b.1d,18,,2026-01-27 10:42:35 UTC,,0,LOG,00000,"checkpoint complete: wrote 2 buffers (0.0%); 0 WAL file(s) added, 0 removed, 0 recycled; write=0.113 s, sync=0.033 s, total=0.212 s; sync files=2, longest=0.022 s, average=0.017 s; distance=5 kB, estimate=7 kB; lsn=0/201A670, redo lsn=0/201A618",,,,,,,,,"","checkpointer",,0
2026-01-27 12:27:37.648 UTC,,,29,,6978969b.1d,19,,2026-01-27 10:42:35 UTC,,0,LOG,00000,"checkpoint starting: time",,,,,,,,,"","checkpointer",,0
2026-01-27 12:27:37.850 UTC,,,29,,6978969b.1d,20,,2026-01-27 10:42:35 UTC,,0,LOG,00000,"checkpoint complete: wrote 2 buffers (0.0%); 0 WAL file(s) added, 0 removed, 0 recycled; write=0.116 s, sync=0.037 s, total=0.202 s; sync files=2, longest=0.022 s, average=0.019 s; distance=6 kB, estimate=6 kB; lsn=0/201BEE0, redo lsn=0/201BE88",,,,,,,,,"","checkpointer",,0
2026-01-27 12:32:37.927 UTC,,,29,,6978969b.1d,21,,2026-01-27 10:42:35 UTC,,0,LOG,00000,"checkpoint starting: time",,,,,,,,,"","checkpointer",,0
2026-01-27 12:32:38.145 UTC,,,29,,6978969b.1d,22,,2026-01-27 10:42:35 UTC,,0,LOG,00000,"checkpoint complete: wrote 2 buffers (0.0%); 0 WAL file(s) added, 0 removed, 0 recycled; write=0.115 s, sync=0.047 s, total=0.219 s; sync files=2, longest=0.034 s, average=0.024 s; distance=6 kB, estimate=6 kB; lsn=0/201D818, redo lsn=0/201D7C0",,,,,,,,,"","checkpointer",,0
2026-01-27 12:37:37.228 UTC,,,29,,6978969b.1d,23,,2026-01-27 10:42:35 UTC,,0,LOG,00000,"checkpoint starting: time",,,,,,,,,"","checkpointer",,0
2026-01-27 12:37:38.099 UTC,,,29,,6978969b.1d,24,,2026-01-27 10:42:35 UTC,,0,LOG,00000,"checkpoint complete: wrote 8 buffers (0.0%); 0 WAL file(s) added, 0 removed, 0 recycled; write=0.785 s, sync=0.048 s, total=0.873 s; sync files=6, longest=0.036 s, average=0.008 s; distance=32 kB, estimate=32 kB; lsn=0/2025BD8, redo lsn=0/2025B80",,,,,,,,,"","checkpointer",,0
2026-01-27 12:57:37.270 UTC,,,29,,6978969b.1d,25,,2026-01-27 10:42:35 UTC,,0,LOG,00000,"checkpoint starting: time",,,,,,,,,"","checkpointer",,0
2026-01-27 12:57:37.821 UTC,,,29,,6978969b.1d,26,,2026-01-27 10:42:35 UTC,,0,LOG,00000,"checkpoint complete: wrote 5 buffers (0.0%); 0 WAL file(s) added, 0 removed, 0 recycled; write=0.426 s, sync=0.043 s, total=0.552 s; sync files=3, longest=0.030 s, average=0.015 s; distance=6 kB, estimate=30 kB; lsn=0/2027790, redo lsn=0/2027738",,,,,,,,,"","checkpointer",,0
2026-01-27 14:07:31.279 UTC,,,1,,6978969b.1,6,,2026-01-27 10:42:35 UTC,,0,LOG,00000,"received fast shutdown request",,,,,,,,,"","postmaster",,0
2026-01-27 14:07:31.319 UTC,,,1,,6978969b.1,7,,2026-01-27 10:42:35 UTC,,0,LOG,00000,"aborting any active transactions",,,,,,,,,"","postmaster",,0
2026-01-27 14:07:31.328 UTC,"admin","atswot",46,"172.21.0.2:48972",697896cd.2e,1,"idle",2026-01-27 10:43:25 UTC,9/0,0,FATAL,57P01,"terminating connection due to administrator command",,,,,,,,,"pgAdmin 4 - DB:atswot","client backend",,0
2026-01-27 14:07:31.351 UTC,"admin","atswot",101,"172.21.0.2:49432",69789a7f.65,1,"idle",2026-01-27 10:59:11 UTC,17/0,0,FATAL,57P01,"terminating connection due to administrator command",,,,,,,,,"pgAdmin 4 - CONN:7406741","client backend",,0
2026-01-27 14:07:31.378 UTC,"admin","postgres",44,"172.21.0.2:48954",697896cb.2c,1,"idle",2026-01-27 10:43:23 UTC,7/0,0,FATAL,57P01,"terminating connection due to administrator command",,,,,,,,,"pgAdmin 4 - DB:postgres","client backend",,0
2026-01-27 14:07:31.420 UTC,"admin","atswot",37,"172.21.0.2:49418",697896c0.25,1,"idle",2026-01-27 10:43:12 UTC,1/0,0,FATAL,57P01,"terminating connection due to administrator command",,,,,,,,,"pgAdmin 4 - DB:atswot","client backend",,0
2026-01-27 14:07:31.445 UTC,"admin","postgres",36,"172.21.0.2:49404",697896bf.24,1,"idle",2026-01-27 10:43:11 UTC,0/0,0,FATAL,57P01,"terminating connection due to administrator command",,,,,,,,,"pgAdmin 4 - DB:postgres","client backend",,0
2026-01-27 14:07:31.434 UTC,"admin","mydatabase",38,"172.21.0.2:49422",697896c2.26,1,"idle",2026-01-27 10:43:14 UTC,2/0,0,FATAL,57P01,"terminating connection due to administrator command",,,,,,,,,"pgAdmin 4 - DB:mydatabase","client backend",,0
2026-01-27 14:07:31.455 UTC,,,1,,6978969b.1,8,,2026-01-27 10:42:35 UTC,,0,LOG,00000,"background worker ""logical replication launcher"" (PID 34) exited with exit code 1",,,,,,,,,"","postmaster",,0
2026-01-27 14:07:31.585 UTC,,,29,,6978969b.1d,27,,2026-01-27 10:42:35 UTC,,0,LOG,00000,"shutting down",,,,,,,,,"","checkpointer",,0
2026-01-27 14:07:31.602 UTC,,,29,,6978969b.1d,28,,2026-01-27 10:42:35 UTC,,0,LOG,00000,"checkpoint starting: shutdown immediate",,,,,,,,,"","checkpointer",,0
2026-01-27 14:07:31.663 UTC,,,29,,6978969b.1d,29,,2026-01-27 10:42:35 UTC,,0,LOG,00000,"checkpoint complete: wrote 0 buffers (0.0%); 0 WAL file(s) added, 0 removed, 0 recycled; write=0.020 s, sync=0.001 s, total=0.078 s; sync files=0, longest=0.000 s, average=0.000 s; distance=0 kB, estimate=27 kB; lsn=0/2027840, redo lsn=0/2027840",,,,,,,,,"","checkpointer",,0
2026-01-27 14:07:31.725 UTC,,,1,,6978969b.1,9,,2026-01-27 10:42:35 UTC,,0,LOG,00000,"database system is shut down",,,,,,,,,"","postmaster",,0
